@relation "./files_to_convert\2018-EI-reg-Es-sadness-train.txt"

@attribute id string
@attribute tweet string
@attribute emotion string
@attribute score numeric

@data
"2017-En-41428","	perdido num lbs desde entonces I casado ( comiendo sano ) & ive ido de un num:num milla a un num: num milla en num semanas . #areyousureimagedout #Forma física	","sadness", 0.188
"2017-En-41336","	 siento gusta cantar la canción tristeza humana por juliano Cassablancas y El Voidz o algunos otra música triste . #Depresión #tristeza #triste	","sadness", 0.729
"2017-En-40899","	Atrás en el tiempo grande después de que selección anoche . Absolutamente buzzing . Trae en el roaches #SGnum #kickittomehigh #nswgaa #blues #statevstate	","sadness", 0.250
"2017-En-22017","	@username — le hace sentir enérgico . ' Bien .  Me puedes matar ahora . ' Dijo Hestia con una exhibición de desesperación única más que su joyful —	","sadness", 0.500
"2017-En-40100","	@username Entonces quizás  tendríamos que mantener nuestras bocas Blancas cerradas y dejar las personas que son apuntados habla y llorar .	","sadness", 0.729
"2017-En-40752","	Bien i oyó una vez antes de aquellas chicas están atraídas a hombres que parece su papá ! 👌 #Serio	","sadness", 0.188
"2017-En-40662","	i maravilla cómo una lata de tipo rompió su pene mientras habiendo sexo ? #Serio	","sadness", 0.292
"2017-En-40266","	@username @username Puesto un más húmedo en mi humor .	","sadness", 0.583
"2017-En-41492","	Honestamente siento nada hacia cualquier de mis padres y él es bastante deprimiendo	","sadness", 0.891
"2017-En-41043","	@username Childood las experiencias pueden dejar tú con tristeza profunda permanente cuando adulto  pueda underlie todo #MHChat	","sadness", 0.729
"2017-En-40622","	Llevar en mi hijo caprichoso, allí'll ser paz cuándo  estás hecho. Poner vuestro cansado se dirige a resto.  No  lloras no más. #Sobrenatural	","sadness", 0.318
"2017-En-40056","	El tiempo seguro empareja el humor en este estatal hoy .. #gloomy	","sadness", 0.792
"2017-En-40878","	@username @username Inicio mournful entonces chut a llave importante en último verso donde los tipos buenos ganan ? ( O palabras de cambio justo en existir canción ? )	","sadness", 0.562
"2017-En-20471","	#COINCIDENCIA ? ? ? Cuándo  giras en la televisión, etc.&amp; escucha &amp; reloj, el objetivo es a #CaptureYourMind con #temer &amp; #depresión. #FindGODNow!!!	","sadness", 0.667
"2017-En-41469","	@username Mannn No puedo contar cuánto tiempo  he tenido el ' #PR' necesidades de verja del poder algún serios actualizando ' conversación ...	","sadness", 0.479
"2017-En-41281","	@username Ver vuestro doctor de cuidado primario .  Pueden prescribir meds y referirte a un psiquiatra para eval .  No desorden con depresión .	","sadness", 0.521
"2017-En-40204","	Si Payet va cualquiera en Jan o @ el fin de estaciones, no puede decir  le culpo. El chico tiene que b tan disheartened por qué  está viendo en el mo.	","sadness", 0.625
"2017-En-41154","	  Sabes las manzanas giran marrones cuándo una enzima llamó polyphenol oxidase reacciona con oxígeno ! Bien  atenúo # #applefacts 🤓 🍏	","sadness", 0.167
"2017-En-40422","	@username #CureForInsomnia Y la izquierda dijo que éramos todos condenan & gloom . El Tren de Triunfo es tanto más divertido !	","sadness", 0.458
"2017-En-40503","	Candice  pout consigue más preposterous por la semana . Esta semana está ido un poco Jack Nicholson  Bromista . #GBBO	","sadness", 0.397
"2017-En-41131","	@username @username Absolutamente aburriendo . M un seguidor de Manchester United grande,  nd su realmente decepcionante de verles juego en ths atenúa la manera aburrida	","sadness", 0.625
"2017-En-40846","	Tiene que de quedado en Dubai 😞	","sadness", 0.708
"2017-En-40290","	Dos mantas, un hoody, y todavía ningún Sol Eterno a mope a.	","sadness", 0.562
"2017-En-40980","	Vale lo Realmente justo hundido en aquel I estoy viendo el 🐐 en unas cuantas horas .. uau 🙄 🙄	","sadness", 0.417
"2017-En-41418","	@username Si aquello es messin no puedo esperar para ver #serio ! ! Material brillante	","sadness", 0.240
"2017-En-40171","	@username es viejo tristemente	","sadness", 0.667
"2017-En-40593","	 dije mi chiropractor '  soy aquí para un tiempo bueno no un tiempo largo ' cuando  cuestione mis hábitos y todavía otra vez  he unnerved un doctor	","sadness", 0.340
"2017-En-41239","	soy fuerte ' causa soy débil \ nI soy bonito ' causa  sé mis defectos \ nI soy osado ' causa he sido temeroso \ nI puede reír ' causa  he sabido tristeza ..	","sadness", 0.500
"2017-En-40615","	@username  Es . \ nSure Su mente era clouded pero ... ]	","sadness", 0.333
"2017-En-40401","	@username @username @username Me llamo un pessimist, pero no pienso la terapia puede fijar cualquier cosa es mal con Anthony Weiner.	","sadness", 0.479
"2017-En-40399","	Situaciones ásperas justas en todas partes para Schalke y Werder Bremen para empezar la campaña . Bremen dashed tarde con un director nuevo . Ambos con num .	","sadness", 0.479
"2017-En-41324","	Honestamente no sabe por qué soy tan infeliz la mayoría del tiempo . Justo lo quiero todo para parar :( #depresión #infeliz #itnevergoes	","sadness", 0.896
"2017-En-41529","	@username #infeliz con #redbus CC, cuándo  hablé con ellos antes de que una semana todavía no iniciaron el reembolso de la transacción.	","sadness", 0.604
"2017-En-40538","	@username @username @username @username Pienso que sea huffing que pino tar  utilizan para murciélago gripping .	","sadness", 0.375
"2017-En-41379","	@username @username Perdido un amigo demasiado	","sadness", 0.667
"2017-En-40955","	* depresión * #de Suspiro #saddness #afterellen #shitsucks	","sadness", 0.917
"2017-En-40843","	autor amateur Twitter podría ser el más deprimiendo cosa nunca he visto	","sadness", 0.688
"2017-En-41225","	@username da las gracias por hacer me super triste aproximadamente Pizza . #Triste #freepizza	","sadness", 0.500
"2017-En-40187","	@username \ n — momentarily antes de que  desaparezca, ansiedad y solemnidad únicas que abrochan sus características. \n\n' Corrí fuera para conseguirte antes de —	","sadness", 0.646
"2017-En-41297","	Encabezar casa para cortar hierba en el calor . Todo  quiero hacer es sale para comer en algún lugar el aire condicionó . #AdultingIsTheWorst	","sadness", 0.685
"2017-En-41260","	Este nigga  no incluso buscar su real familiar 🙄 😂 #triste	","sadness", 0.729
"2017-En-41162","	o cuándo alguien me digo yo needa a sonrisa le gusta me me disculpo ? ? ? Ahora justo estoy arrugando la frente incluso más duro eres feliz	","sadness", 0.500
"2017-En-40066","	@username #CharlotteProtest  u #espera num el vídeo #de hechos o  u #el odio ahora pregunta cuestiones más tarde #protesta #triste #PoliceShootings #las sugerencias	","sadness", 0.771
"2017-En-20818","	Condimentan num del penique terrible es en Netflix ... Bien mi tarde está llenada	","sadness", 0.333
"2017-En-20744","	Para un equipo como grande como Bayern y el les gusta jugar el fútbol, su campo está jodiendo terrible. Ciertamente ningún campo de Emiratos en todo caso.	","sadness", 0.542
"2017-En-40944","	Cuándo estación num de greys anatomía premieres hoy . Él  eres sólo encima condimentar num #tristeza :(	","sadness", 0.625
"2017-En-40459","	Cuando  perdí mi corazón a ti allí en la oscuridad .. Debajo las estrellas 🎧	","sadness", 0.438
"2017-En-40205","	@username no puede soportar wi su cara ácida y minúsculo pout 😡 😡	","sadness", 0.625
"2017-En-41049","	F'n morons unum SMFH puede no justo ser lackadaisical	","sadness", 0.417
"2017-En-40156","	emociones Mixtas . #Tristeza #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complicaciones	","sadness", 0.667
"2017-En-40251","	El Sorrow es recordatorio siniestro de cómo malo  puedo ser en videojuegos y cómo  podría conseguir un poco demasiado el gatillo feliz en tiempo . DESGARRA #MGSnum	","sadness", 0.604
"2017-En-40972","	El últimas pocas semanas han sido terribles . Abriendo arriba de heridas #viejas . El #chisme de otros / mal que derrame de thier labios #melancholy #sadnnes	","sadness", 0.854
"2017-En-40194","	la vida es demasiado corta tan dont brote él en con tristeza de preocupaciones y dolor .	","sadness", 0.646
"2017-En-40577","	Remordimiento para las cosas podemos ser templados por tiempo ; es remordimiento para las cosas nosotros  no  que es inconsolable . - Sydney J . Harris	","sadness", 0.354
"2017-En-40107","	No Quiere ir para trabajar pero  quiero el dinero #triste	","sadness", 0.729
"2017-En-41215","	Justo porque  estoy haciendo daño \ nDoesn't malo I estoy hecho daño \ nDoesn't malo no conseguí \ nWhat  merecí \ nNo mejor y no peor #perdió @username	","sadness", 0.583
"2017-En-40183","	no pienso es plenamente hundido en aquel Val está ido todavía	","sadness", 0.654
"2017-En-41220","	Ghanaians no necesita para llevar negro de llorar tho ... Justo pueden andar en cueros * dodges piedras * Na chiste na ☹ '	","sadness", 0.375
"2017-En-40221","	@username @username Sinceramente material siniestro . Sobre un siglo de historia vendió fuera por algún barón de porno twats para un minty estadio nuevo . Urgh	","sadness", 0.624
"2017-En-40492","	@username @username Darme un sonriendo emoticon voluntad ya ? i dont Como la idea de ti arrugando la frente > . <	","sadness", 0.417
"2017-En-40470","	Shoutout Al hombre bebido en el autobús que meado en una botella y en los asientos que	","sadness", 0.436
"2017-En-41017","	Consiguen tan entusiasmados para @username num ! !  Jugamos la etapa principal domingo Oct . num En num:num ! ! #jazzholiday #riesbrothers #Mermelada #de rock	","sadness", 0.167
"2017-En-41144","	@username Si  cambias las imágenes oscuras tanto mirar diferente, pero ambos parecen  son en un bosque.	","sadness", 0.438
"2017-En-40855","	Aplicación común justo aleatoriamente logged me fuera cuando  escribía la última parte de mi ensayo universitario y perdió todo de él 😭 😭 😭	","sadness", 0.833
"2017-En-40117","	Literalmente siendo aquí me hago deprimir tbh	","sadness", 0.708
"2017-En-41345","	ah #perdido #mah #tren de thunk .	","sadness", 0.417
"2017-En-41075","	Espero que un objetivo viene pronto en cualquier lado . Otherwise Hay una amenaza seria de un atenuar y frustrando juego . #COYS	","sadness", 0.479
"2017-En-40784","	@username Segundo anuncio de artista que mira bueno #bluesfestnum #blues #Música #byronbay	","sadness", 0.083
"2017-En-40299","	Gaaad ! se tendría que haber quedado en Londres !	","sadness", 0.562
"2017-En-40795","	Mirando este uni revela es tan deprimiendo i perder stingrays :(	","sadness", 0.667
"2017-En-20424","	los americanos globalmente son, mayoritariamente, sintiendo borderline desesperación en el muy menos. Mirando en una situación fuera de control.	","sadness", 0.688
"2017-En-41100","	Incluso podría ser en el verge de depresión .	","sadness", 0.875
"2017-En-40406","	Siempre hacer sereno qué dijiste que harías bebido . Aquello te enseñará para mantener vuestra boca cerró . \ n ― Ernest Hemingway #cita	","sadness", 0.479
"2017-En-40840","	Rooney es num patios del paso en un juego de Taza de la Liga contra Northampton Ciudad . Dejado aquello se hunde en para un momento . #MUFC	","sadness", 0.292
"2017-En-20246","	Algunas cuestiones  subes Twitter marca  quieres desesperación .  Hemos sido tan battered .  Renegamos pero no es convenció las cosas podrían ser mejores .	","sadness", 0.625
"2017-En-20020","	@username  Estoy rodeado por aquellos votantes de Triunfo .  Eres bien,  está jodiendo aterrando. #redstate #Desesperación	","sadness", 0.833
"2017-En-40434","	Im tan serio aproximadamente poniendo palabras en mi puta de boca no añade ' el ' a mi frase si no dije aquella mierda en sangres	","sadness", 0.458
"2017-En-40408","	@username - decisión posible peor  podría haber hecho cuándo llegando en el Reino Unido . Servicio impresionante . Cobertura pobre .	","sadness", 0.479
"2017-En-41335","	@username Mi corazón justo se hundió .	","sadness", 0.833
"2017-En-41321","	#Taurus, mayoritariamente,  tienes control perfecto sobre vuestras Emociones y tú son prudentes no para ser tan sulky alrededor cualquiera!	","sadness", 0.354
"2017-En-40409","	Perdido mi num día snapchat streak i estoy hecho	","sadness", 0.477
"2017-En-41282","	@username I soy tan starved para contenta  lo tomaría pero  hube def pout aproximadamente él ( ՟ ິ ͫ ઘ ՟ ິ ͫ )	","sadness", 0.500
"2017-En-40035","	no desearía ansiedad y depresión incluso en el peores de personas . No es divertido . #Depresión #de ansiedad	","sadness", 0.833
"2017-En-41101","	@username Paso num : Consigue librado de @username Paso num : Prioriza Paso de fútbol num : beneficio ? #Deprimiendo	","sadness", 0.667
"2017-En-31426","	 quiero mi punto destacado para ser tan brillante que si nunca consigo perdido y alguien está buscándome en la oscuridad,  me encontrarán.	","sadness", 0.188
"2017-En-40403","	@username Con un arrugar la frente,  deje es fuera de un distraught 'Gardevoir' diciendo que  desea  tenga unos Pésames	","sadness", 0.479
"2017-En-40071","	de entrenador al JC y el Georges familia .. #Triste	","sadness", 0.771
"2017-En-40176","	como muy deprimido y la persona suicida que ve alguien canta sobre su propio deprimiendo vida aún así habiendo la diversión es muy relatable y animando	","sadness", 0.667
"2017-En-40982","	es triste cuándo  hablas a alguien sobre ya pasado n cómo  te jodiste arriba y entonces ellos  la misma cosa como las personas realmente no tienen corazones	","sadness", 0.812
"2017-En-40219","	@username \ nOh,  siento aproximadamente lo, no es triste tú hay nada importante en el mundial de apenárselo de	","sadness", 0.625
"2017-En-40425","	fue a Plus de Suministros de la Mascota esta noche pero @username no trabajaba  siento #perdido y #confundido	","sadness", 0.458
"2017-En-41398","	@username @username @username @username  veo mi ' eliminar la lengua de colgar ' la campaña es un dismal fracaso .	","sadness", 0.479
"2017-En-40077","	@username @username Horrid Enfermedad ! Mi abuela maternal y cada cual de sus hermanas adoleció esta aflicción . Es duro encima todo .	","sadness", 0.750
"2017-En-41392","	* Suspiro * #saddness #afterellen #shitsucks	","sadness", 0.875
"2017-En-40523","	@username hay no sitcom mejor ! Si u no puede reír en Sheldon o Leonard entonces u es sereno de verdad ! Ninguno dos maneras aproximadamente él	","sadness", 0.396
"2017-En-40359","	@username  somos entristecer por este porque nosotros siempre strive para traer el servicio mejor a nuestro cliente . Siempre seremos aquí para ti . CM	","sadness", 0.521
"2017-En-41013","	tan probablemente hunger y depresión y disociando equals un tiempo extraño cualquier cosa más	","sadness", 0.750
"2017-En-40154","	@username @username tristemente no ! ! Uno menos hora bebiendo tiempo 😢 🍻	","sadness", 0.667
"2017-En-40186","	@username duro de decir en vuestro pic . Mi equivocación entonces . Cualquier manera, nada  dije inicialmente era aproximadamente carrera. U Lo tomó allí. #Triste #ignorante	","sadness", 0.646
"2017-En-41527","	 utilice para ser bonito, pero  viva su vida demasiado rápido - Ciudad de Bosque Joe #blues #blinddogradio	","sadness", 0.398
"2017-En-40511","	En necesidad de un serio nap rn	","sadness", 0.396
"2017-En-41194","	Por una vez I gatherp th fuerza a no probar y beber mi dolor fuera . #El luchador #sereno #fuerte #precioso #dreamer	","sadness", 0.479
"2017-En-30232","	el dios justo reemplazó mi tristeza con risa, no puede ir el día entero triste ...	","sadness", 0.271
"2017-En-40751","	Por qué hacer i tener tal cosa para oscuro curly	","sadness", 0.196
"2017-En-40085","	cabello es señoras empezadas justo y gents . La guerra encima el racismo ha empezado . #Segregación #de tristeza continúa ... smh 😒	","sadness", 0.750
"2017-En-20832","	#picoftheday : Qué ... Por qué ... Realmente ... ! ! \ n #Gracioso #picoftheday #lol #silla #de risa #aleatoria #de #desesperación #funnypics #cafetería #virgen # i ...	","sadness", 0.146
"2017-En-21869","	Es bastante claro no puedo estar @username, ninguna tolerancia para habitual mentirosos. No un seguidor de Triunfo tampoco tan qué es un ciudadano para hacer? #Desesperación	","sadness", 0.646
"2017-En-40865","	@username  he justo descubrió es Candice y no Candace .  Pueda pout todo le gusta para mí 😍	","sadness", 0.271
"2017-En-40110","	 he no nap para num días en una fila soy muy infeliz rn	","sadness", 0.729
"2017-En-41023","	consejo de Necesidad encima cómo para salir de esta rodera ! ! ! #Deprimiendo #needmotivation	","sadness", 0.729
"2017-En-41343","	Dice a mi maw el otro día, quiere día manera de octubre sereno me,  dice 'ave mer posibilidad de hacer movember hijo' #classicmoira #glasgow #sereno	","sadness", 0.417
"2017-En-41048","	Cops chillin encima lagos de pino	","sadness", 0.146
"2017-En-41205","	Encantan ser hechos para sentir malo aproximadamente amedrentándose del oscuro	","sadness", 0.604
"2017-En-40971","	@username seré sincero ..  Espero que molesto Del sur bint con el ' mirada en mí ' pout sale esta semana ! Selasi #FTW	","sadness", 0.298
"2017-En-40667","	Eres serio ? ?	","sadness", 0.292
"2017-En-40619","	@username No esperamos mujeres para ser violentas & desalentarlo .  Es realmente aproximadamente cómo  estamos levantando nuestros chicos .	","sadness", 0.322
"2017-En-40103","	i Es triste	","sadness", 0.729
"2017-En-41058","	Un bastante dejected FanCam en el camino . #SCFC #TBPTV	","sadness", 0.583
"2017-En-40630","	Si te corro mejor sereno otro holandés o si u no fuma nigga mejor verter otra taza 🍁 🍾 ...	","sadness", 0.312
"2017-En-41395","	 Está sido num las semanas y yo todavía pasan por depresión smh	","sadness", 0.917
"2017-En-41304","	Pero el dios entregará el righteous a su sitio de salvación : ningún mal les tocará ، ni   apenan	","sadness", 0.312
"2017-En-41233","	Pero correctos ahora  estoy sintiendo bastante desolate .	","sadness", 0.833
"2017-En-41331","	@username @username @username @username Tan  estuviste poseído por perdedores en Twitter	","sadness", 0.542
"2017-En-40781","	@username Gracias tanto ! Casa justa - anonadado pero tan feliz . No Lo piensa se ha hundido en todavía ! Uau .	","sadness", 0.104
"2017-En-41160","	@username hubby Noah comparte este somber foto pensativa de su un y sólo Dami . Ponytail, standout puntos destacados cuadro bonito, bueno	","sadness", 0.312
"2017-En-41117","	Esto ha sido el más deprimiendo la semana llena de llover nunca lol	","sadness", 0.729
"2017-En-40161","	Hombre Southampton secará el piso con jamón del oeste el domingo . Tan disheartened	","sadness", 0.667
"2017-En-41009","	@username Gabe la parte peor soy no puede conseguir estado caliente este mes porque hay no chipotle bastante cercano a mi tristeza #de campus	","sadness", 0.642
"2017-En-41124","	no me puedo estirar fuera de depresión	","sadness", 0.938
"2017-En-40389","	Leeds seguramente para caer los precios para aquel lazo de taza, más que el dismal attendance anoche..	","sadness", 0.479
"2017-En-40148","	@username Sí . Demasiados cops . Y demasiados ppl quién tendría que haber perdido sus vidas r todavía vivos .	","sadness", 0.688
"2017-En-40011","	En mi edad todo  veo es gris . Es gris debido a mis ojos malos o mi depresión #de perspectiva #healingjustice	","sadness", 0.896
"2017-En-40034","	| En en casa enfermo ... 🎼 El blues 🎼 no lo curará tan  necesito ideas 🎸 😭 | #sorethroat #enfermos #blues #música #fallweather #carletonuniversity #ottawa	","sadness", 0.833
"2017-En-40096","	A veces El Sitio Peor  Puedes Ser Es En Vuestra Cabeza Propia . ' \ n \ n #Cita #worstenemy #thinktoomuch	","sadness", 0.729
"2017-En-20404","	@username no dije cualquier cosa malo sobre la situación compañero grande, no puede creer algunos eran. Me hago desesperación de humanidad	","sadness", 0.583
"2017-En-40874","	I amor habiendo un familia tan grande . Allí ha nunca un atenuar momento en mi casa 😂	","sadness", 0.083
"2017-En-40602","	@username I ' ll quedarlo a la espera de . Esperando para mucho stetson-tilting y rueful miradas a whiskey vasos .	","sadness", 0.333
"2017-En-41521","	Mirando delantero bueno a jugar en Vendimia de Vestido del Papel en Hackney esta anochecer - conseguir allí temprano cuando  seré encima en nump m ! @username #blues	","sadness", 0.243
"2017-En-41361","	@username Deprimiendo	","sadness", 0.729
"2017-En-41123","	 siento gusta nadie es allí en #Twitter para mí ... Puede cualquiera ve qué I escribe #tristeza #rants	","sadness", 0.854
"2017-En-41326","	@username Esperanza  rechazan :( x #deprimiendo	","sadness", 0.792
"2017-En-41293","	i cant vivo anymore mi roblox conseguía termianted :( ( ( #triste #killme #lol #robloxgamer	","sadness", 0.792
"2017-En-41001","	@username @username @username @username ENTONCES tú  qué te puede y entonces BLOQUEARLES,  están intentando desalentar nos	","sadness", 0.479
"2017-En-40463","	@username  sentimos para oír sobre los asuntos y cómo esto está haciendo  sientes . no nos gusta para oír nuestros clientes que son infelices :-( Nosotros	","sadness", 0.438
"2017-En-41437","	Honestamente hoy yo justo sentido gusta quizás la pista no es para	","sadness", 0.583
"2017-En-40796","	mí productos Públicos : precio desanimado alto tag suma de encuesta del consumidor y sustancia : OVth	","sadness", 0.354
"2017-En-40821","	 sienta gusta  perdimos un miembro familiar 🙄 😂	","sadness", 0.708
"2017-En-40024","	A veces El Sitio Peor  Puedes Ser Es En Vuestra Cabeza Propia . ' \ n \ n #Cita #worstenemy #depresión #thinktoomuch	","sadness", 0.854
"2017-En-40518","	Este pretencioso dick en Galería de Noche justo jodiendo, utilizó una toalla para secar de su hundirse	","sadness", 0.396
"2017-En-40735","	@username @username es nuestro trabajo, el trabajo de personas que r todavía sane,quietos vale en vida, para ayudar el perdido para los encontrar &amp; amor eachother	","sadness", 0.214
"2017-En-40888","	justo conseguí preguntado a hoco sobre instagram dm bc alguien perdió una apuesta . Amor la madurez de las personas en mi grado ! ! !	","sadness", 0.250
"2017-En-40396","	Literalmente tuvo un tipo ( un algún--decir-tipo exitoso ) me digo ' este barco navegará ' kay tipo, primero,  estás trabajando con un sub, último,  se hunda	","sadness", 0.479
"2017-En-40042","	deprimir 😭	","sadness", 0.812
"2017-En-40687","	Cuánto tiempo tiene que  doy a mi amigo que perdió su portátil para llorar antes de que  le puedo preguntar para darme su portátil charger y batería extra ? ?	","sadness", 0.271
"2017-En-40206","	Hay muchas cosas no me preocupo aproximadamente, y muchas cosas yo  que no hablo encima porque  es tal heaviness incluso cuándo liberado...	","sadness", 0.625
"2017-En-41084","	Quiénes necesitan #latidos ? #instrumentals #Artistas #serios #sólo 🚨	","sadness", 0.250
"2017-En-41458","	la cosa con Twitter es i sólo recordar a tweet cuándo i estoy aburrido o solo y entonces  encuentra como i tener un realmente atenuar y vida triste . 👽	","sadness", 0.646
"2017-En-40666","	Marcos Rojo Marcos Rojo corriendo abajo el ala . Encantado por el blues, temido por los rojos	","sadness", 0.292
"2017-En-40333","	untypical kinda el viernes #atenúa	","sadness", 0.542
"2017-En-41042","	@username : no es el zorro Noticioso, es Red de Propaganda del Zorro, son tan perdidos en sus mentiras, que no pueden decir la verdad, si  les pegue en Estándar	","sadness", 0.438
"2017-En-40568","	de cara Candice que empieza el espectáculo con un pout #startasyoumeantogoon #GBBO	","sadness", 0.354
"2017-En-40508","	Hopefully tiempo próximo  jugamos un Lnum equipo, 1 de las puntuaciones de jugadores, toma su camisa de &amp;saltos a fuera acaba puramente a viento arriba del joyless coños	","sadness", 0.396
"2017-En-40280","	@username demasiado siniestros, demasiado insanely, determinados para hacer daño tú de @username	","sadness", 0.575
"2017-En-40308","	son tal basura . Evidentemente me gusta que  chupan pero es todavía siniestro de mirar .	","sadness", 0.542
"2017-En-40575","	Tan @username aquellos de nosotros nacidos en num tener ninguna generación ! Dónde es el gen-menos tribu ! Ha ! #El superviviente #perdió las suelas	","sadness", 0.354
"2017-En-40400","	no te culpan,'  hable, como si  sea en la habitación, chutando la silla debajo le.\n#amwriting #Oscuro	","sadness", 0.479
"2017-En-40598","	@username @username ningún blues ? !	","sadness", 0.333
"2017-En-41498","	@username Suposición qué I estoy haciendo ? Mirando vuestro grande grandad hundirse el titánico ..	","sadness", 0.292
"2017-En-41097","	@username te Tendría que ser criminalized para posting un pic de aquel marrón arruga la frente ... Conseguir un pic de algún jack, o galletas, o diésel, Acopla @CNN_Ai	","sadness", 0.479
"2017-En-40709","	Bien i oyó una vez antes de aquellas chicas están atraídas a hombres que parece su papá ! 👌	","sadness", 0.250
"2017-En-40561","	@username @username  Realmente tienes que pedal como un nutter para conseguir anywhere ?  Lo recuerdo siendo más sedate .	","sadness", 0.355
"2017-En-40555","	No consigue desalentado cuándo las mentes sencillas no ven vuestra visión	","sadness", 0.375
"2017-En-41288","	Es que haciendo daño .. ? [ Las características consiguen un tad somber mientras intentando para notar @username ' s temperatura ]	","sadness", 0.375
"2017-En-21811","	 consigo desalentado porque  pruebo para num años malditos un contacto con Señora Gaga pero es miles de tweets, cómo  vea mi tweet? :(	","sadness", 0.583
"2017-En-40296","	@username Música triste	","sadness", 0.562
"2017-En-40410","	@username tiende a ellos  va a conseguir infecciones . \ n \ nHe Está arrugando la frente y mirando abajo cuando él  esto . \ nIt Tiene que hacer daño damn . ]	","sadness", 0.475
"2017-En-40276","	@username #Los Ángeles de clase #empresarial a Dublín #destruyó equipaje #num tiempo de respuesta de cliente de día #cliente infeliz	","sadness", 0.583
"2017-En-40437","	Si un amigo perdió su / su teléfono, cuánto tiempo   tienen que llorar su perdió teléfonos antes de que  pides su earpiece?	","sadness", 0.458
"2017-En-40859","	@username Deprimiendo Triunfo qué despreciable, sin políticas, haciendo campaña en bigotry &amp; rancour puede ser tan cercano, mal desastre inmoral	","sadness", 0.708
"2017-En-40684","	El #pessimist reniega sobre el viento ; el #optimista lo espera para cambiar ; el realista ajusta las velas . ' - William Arthur Ward \ n #INCENDIA	","sadness", 0.271
"2017-En-40912","	necesidad Urgente para conseguir un trabajo nuevo . El constante gloom de mi actual uno está consiguiendo un poco ridículo ahora .	","sadness", 0.771
"2017-En-40092","	Honestamente  he venido a un sitio donde mantengo conseguir desanimado pero justo gotta me decir para mantener empujando a través de él .	","sadness", 0.729
"2017-En-40456","	@username Mi primer tiempo en Slough así que comprobó el piso de estación nuevo #triste #LifeOnTheRoad	","sadness", 0.438
"2017-En-40946","	día Largo, amable tweets, nuestro melancholy, @DownFrontArtist derrotas.	","sadness", 0.542
"2017-En-40631","	Justo puesto el invierno duvet en ☃ ️ ❄ ️ 🌬 ☔ ️ #serio	","sadness", 0.312
"2017-En-40007","	mi vida en una palabra está deprimiendo	","sadness", 0.917
"2017-En-20256","	 siente gusta no hay ninguna casa allí para nosotros . Con los requisitos más básicos  tengo, hay literalmente ninguna opción. #Desanimado	","sadness", 0.729
"2017-En-40989","	Yendo de informes encima Cielo, Stoke jugó vale esta noche. Piensa i'll estancia del messageboard esta noche aun así -lo será siniestro encima allí :/	","sadness", 0.646
"2017-En-41423","	 estoy buscando un rock de promotor #bueno #blues	","sadness", 0.188
"2017-En-40457","	Niggas murking en cada otro . En murky agua,  intento nadar.	","sadness", 0.438
"2017-En-40343","	@username George H . El establecimiento es Triunfo infeliz  campaña branded su hijo abajo-energía, pero no pueda haber batido el otros tampoco.	","sadness", 0.521
"2017-En-40045","	Bien mi evaluación volvió e i soy minimally eficaz . Puntuaciones de prueba del estudiante en el PARCC hundidos mi eval . Es tiempo para mí para dejar enseñando	","sadness", 0.812
"2017-En-40952","	Justo logrado numk seguidores - UAU - gracias blues #mcfc #ctid	","sadness", 0.250
"2017-En-41015","	Esta noche, la habitación contaminada con jeringuillas, las libretas y las sombras que mueven, esta clase de noche! Fuera melancholy, fuera!	","sadness", 0.633
"2017-En-41368","	Tú para siempre directamente así que fija aquello arruga la frente u bueno 😇 @username	","sadness", 0.083
"2017-En-40920","	@username @username siniestro tendría que encontrar roto Mate fuerte porque  pueda eliminar todo lol	","sadness", 0.292
"2017-En-41030","	Cualquiera sabe un sitio bueno para reservar un espectáculo en #Montreal en corto pero no super-aviso corto ? #punkrock #postpunk #blues	","sadness", 0.229
"2017-En-40378","	La camarera me reconocí de último tiempo i era en allí moping, después de mi entrevista haha	","sadness", 0.500
"2017-En-41252","	@username I así que te deseas podría someday venido a España con el juego, no puedo creer no lo voy a ver #Residuos	","sadness", 0.708
"2017-En-40870","	tristes para me dejar consigue desalentado .	","sadness", 0.292
"2017-En-40737","	Honestamente no da af quién gana fuera de nosotros y pino, soy justo preocupado aproximadamente consiguiendo noche de sábado bebido😂	","sadness", 0.208
"2017-En-20731","	@username no . 😭 El último dos  éramos fuera-bidded . Así que  conseguíamos kinda desalentados tan ahora  estamos tomando nuestro tiempo dulce . El mercado es estúpido tho	","sadness", 0.583
"2017-En-40081","	@username @username @username incluso los hechos duros no parecen para ser hundiéndose en ... I desesperación 😩	","sadness", 0.750
"2017-En-40479","	El Sunderland línea de tiempo es bastante graciosa con todo el hado & gloom en afrontarnos y el viaje largo a nosotros midweek . #whatgoesaroundcomesaround	","sadness", 0.417
"2017-En-40336","	Siente siniestro no habiendo vuestras uñas hechas	","sadness", 0.542
"2017-En-40013","	yo sulk demasiado para mi propio bien .	","sadness", 0.896
"2017-En-20018","	 Consigo tanto PUSSY \ nP - el pánico ataca \ nU - uncontrollable ansiedad \ nS - fantasías suicidas \ nS - tristeza \ nY - anhelando la muerte	","sadness", 0.833
"2017-En-40146","	Con corazón leal está preocupada . #somber	","sadness", 0.688
