ID	Tweet	Affect Dimension	Intensity Score
2017-En-30135	@LindseySanford @simplymeasured esto me hago risita con glee!	valence	0.722
2017-En-21814	Marcus Roho es terrible	valence	0.379
2017-En-30973	Todos los sitios brillantes :(	valence	0.565
2017-En-30381	El regreso de Damon Mate, y de director Paul Greengrass, trae atrás todo el exhilarating si bastante po-diversión afrontada a una película	valence	0.594
2017-En-31335	Un hearty gracias a ti todo para unir en esta noche. Algunos platos británicos deliciosos en vuestras cartas. #BeerClub	valence	0.685
2017-En-40983	Final vestiges de la niñez de mi 90 era justo dashed en el shoals de oír una cubierta de casa de Tracy Chapman es 'coche rápido' en el dayjob	valence	0.323
2017-En-40190	Liam es demasiado distante me hago llorar 😪	valence	0.240
2017-En-10082	El ultraje liberal sobre don el rey que dice el N-la palabra realmente me enfado. El blanco yuppie progressives puede ir los joder, vergüenza en negros	valence	0.177
2017-En-10153	Cuándo  rompes un registro en #enloquecer I deseo no diga la misma mierda después de cada prisa te gustas justo rompió el registro. #shutupphilsimms	valence	0.286
2017-En-40740	El rappers quién se quedó cierto al juego es rico.	valence	0.650
2017-En-40859	@KeithOlbermann Deprimiendo Triunfo qué despreciable, sin políticas, haciendo campaña en bigotry &amp; rancour puede ser tan cercano, mal desastre inmoral	valence	0.138
2017-En-30254	Rojo es hilarious	valence	0.710
2017-En-31329	su sido edades desde ive hubo shawarma mi estómago es #rejoicing	valence	0.823
2017-En-31129	i justo gastado $40 en grande poco sis mañana e i soy allende feliz aproximadamente  #VEA  #mamás	valence	0.883
2017-En-31182	@rheafraserx les tomó un awfy tiempo largo a sitio su objetivo era disallowed ☺️ #complaciendo	valence	0.609
2017-En-10823	I necesidad para parar segunda suposición yo y justo ir con el primer pensamiento e ir con él.	valence	0.433
2017-En-20412	@ExpressScripts u shd b embrrssd. u jack Arriba de mi bp meds dos veces y todavía tome 3-5 días? No expresar en absoluto. #expressscripts #Horrible	valence	0.172
2017-En-31140	@matildaswish es grande de ver Matilda tan feliz en su silla nueva  proporcione su con acceder a muchas experiencias nuevas.	valence	0.859
2017-En-30662	Qué siempre dirige a la clase de hilaridad personas medianas  nunca experiencia - especialmente durante breakups.	valence	0.419
2017-En-40768	Niza para ver Balotelli atrás a su jugador mejor, bueno.. Justo perdió su manera un poco!	valence	0.845
2017-En-40184	El odio que es sereno así que  reventé dos	valence	0.333
2017-En-20912	ACT 4 #ansiedad &amp; #grupo de depresión. @livingwellihc Empezando Mon octubre 17 para 6 semanas. Me contacto para registrar ahora! #mindfulness #Halifax	valence	0.533
2017-En-31243	El sentimiento de tomar alguien es vida es cualquier scarring o exhilarating, pero para necesidad de personas para realizar que  vamos a morir en algunos--	valence	0.367
2017-En-11453	@Pharah_Amari [Reyes snarled en rabia frustrada, acero claws flexing peligrosamente. Pero ella uttered aquellos damning palabras,  parece para chasquear --	valence	0.333
2017-En-21089	@zen1dfabflake  eres todo nuestro angelic camaradas!	valence	0.633
2017-En-21112	El estudio encuentra #sobrecogimiento &amp; #maravilla de algo más grande que self, ventajas a #impulsos creativos de expansive pensamiento. @outsideonline #Escribe #thoreau	valence	0.633
2017-En-10454	@LaraTheIrish &lt; siente todo.  Recuerde todo. Evanora Esperado esto serviría para alimentar la rabia de criaturas y correr rabid &gt;	valence	0.276
2017-En-40954	me estoy echando directamente a Historia de Horror americano así que no tengo tiempo para apenar	valence	0.483
2017-En-41270	Manera de conseguir un control de su 😊 #deprimiendo	valence	0.234
2017-En-10320	@NM_NickNocturne Incentivise personas para vagar el Internet que es moralmente ofendido, como si ellos  no  él bastante ya.	valence	0.328
2017-En-21593	@ctp  Está intimidando intentando seguir tendencias noticiosas/Veloces, y afrontando patrones que destrozan mente/denomina dejado y correcto.  Estoy intentando adoptar suavemente.	valence	0.431
2017-En-30231	Ryan Gosling y Eva Mendes finalmente  ; B joyful un gracioso/dont jefe/dont argumenta/ todo con niños/va en mini los viajes automovilísticos/ centran encima encantar	valence	0.633
2017-En-20711	@GlobeChadFinn Tristemente, no bastantes nombres.  La situación de visita de despedida entera me haría tímida fuera de valor bueno b et.	valence	0.345
2017-En-20456	Si era amigos conmigo  me odiaría TANTO con la cantidad I matón les	valence	0.281
2017-En-30714	@EngrNabeeel entonces rejoicing ahora es un lil' bit prematured dont  piensas🤔🤔🤔	valence	0.375
2017-En-30339	@PersephoneOD Su voz alegre repetida a través de la casa magnífica, familiar, una sonrisa blossoming en mi sonrosado brims,  soyom.' Yo reciprocated el --	valence	0.739
2017-En-10325	Una poca irritación de nariz y un poco más fríos en mi cuerpo.  Soy tan no a gripe, a gripe, a gripe #FallSongs	valence	0.242
2017-En-30843	El olor de hierba cortada recientemente  no incluso me aclama arriba...Chico oh el chico	valence	0.371
2017-En-10631	Agradecido para todas las personas famélicas en mi vida! Famélico de aprender, cambio, crece, ayuda, etc - no seguro cualquiera lo tiene mejor!	valence	0.800
2017-En-41341	No ha sido aquí un rato, sido mirando mucha televisión. Conclusión #whataloadoftat...Si no fui deprimido antes de que televisión de tarde es	valence	0.250
2017-En-30697	@israelradioguy @WearingWelcome @SkipBaylessSux U bloqueando doesnt disminuir la hilaridad de su observation.or vuestro niño-gustar respuesta a él	valence	0.448
2017-En-31566	@kaijinboyfriend --mientras siendo animado mucho más recientemente tecnología-sensato cuál hace para una combinación muy buena/mirada)	valence	0.517
2017-En-30780	las personas siempre me dicen que no me esperan para tener ansiedad porque soy generalmente alegre y no actúa la manera  me esperamos a.	valence	0.517
2017-En-30139	@JoshNoneYaBiz I parodia de amor cuentas! Bien hecho. Voto para #Triunfo. #lol	valence	0.677
2017-En-31020	 Es un exhilarating sentimiento. Trabajando duro y sintiendo cumplido si  notan o no---  sientes fu*el rey bueno 🤑	valence	0.903
2017-En-31421	@BeastFireTimdog Mismo con gaming. Los sitios apoyaron PS2 durante su heyday, apoyó 360 la mayoría de último gen. Este gen empezó vitriolic mayoritariamente por...	valence	0.548
2017-En-30676	@FlannelJedi Esto es por qué yo bebe y reloj  eres el Peor como manera de aclamar yo arriba.	valence	0.452
2017-En-41401	Si Troyler morirá,  voy a morir con ellos\n#troyler #tristeza #fuckin'lifeisnotafairytale	valence	0.094
2017-En-31270	@strictlysimilak algo sobre inglés sparkling el vino sería bueno. O farmhouse cider. O cócteles italianos. Gracias.	valence	0.742
2017-En-31183	@rheafraserx Les tomó un awfy tiempo largo a sitio su objetivo era disallowed ☺️	valence	0.323
2017-En-30061	Por cierto,  estoy llevando la sonrisa  me di hoy. \n #te #me	valence	0.804
2017-En-31224	Luke 1:14\nHe será una alegría y delicia a ti, y muchos  rejoice debido a su nacimiento	valence	0.800
2017-En-31351	Solange es más estéticamente complaciendo que vuestro fave.	valence	0.565
2017-En-30628	Siendo playful tan mierda😤	valence	0.345
2017-En-31026	@ThatBritishDude ningún vale te  no no necesitar ser saliendo de vuestra manera de hacer seguro  estás complaciendo todo el mundo  lo que marcas tú feliz	valence	0.548
2017-En-11152	@kjwinston11 2.  El N-palabra. Pero  pienso todo Afr-Soy está titulado a él: no tendríamos que sacar de ellos el insulto  han reclamado atrás.	valence	0.250
2017-En-31304	@Lil_PowWow @jweiler0528 Más gordo = más buoyant. Día 1 material de agua	valence	0.518
2017-En-20168	@megynkelly  tendríamos que ser ignorar estos rioters como la administración actual ignora #terrorismo. Esto evidentemente lo hará parón.	valence	0.417
2017-En-30914	#twd Viene encima pronto #feliz	valence	0.932
2017-En-40531	Viendo algo aquello hace daño tanto antiguamente delante de mí ahora y no una señal sola de apenar. Magicalllll.  ✨	valence	0.452
2017-En-30550	 i nunca conseguir el nervio para dejar el restaurante ??? Descubre tonite en glee!	valence	0.500
2017-En-21500	Hará bien en el mate esta noche con o sin sueño. theres Ninguna preocupación para aquel en este lado del agua	valence	0.500
2017-En-31559	@thenthapple Haha I como la causa de optimismo  soy igual, pero no hace esta situación cualquier menos mente boggling.	valence	0.581
2017-En-31118	@tweet_faver Su reaper!! Antes de que  devenga reaper,  puedes encontrar sus historias en el wiki y thru los cómics y animados shorts!	valence	0.483
2017-En-31163	La clase está cancelada debido a un funeral. No seguro si es apropiado de ser feliz o triste.. #Feliz	valence	0.483
2017-En-40303	Añade Donte Moncrief a mi dismal la situación #bendecida.	valence	0.500
2017-En-31313	Nuestra rama será cerrada este domingo, 9/25, en honor del IRONMAN 70.3 pasando en Céntrico! Venido aclama encima participantes de carrera!	valence	0.742
2017-En-31309	Bien el stock acabó &amp; listado, el salón movió alrededor, nuevo editando hecho &amp; cabido en una visita al en-leyes. #productivityatitsfinest #Feliz	valence	0.891
2017-En-30735	 cualquiera recuerda una película que está animado en el tardío 70 está llamado Vergüenza de la Jungla John Bulushi era en él salvaje si aquello es vuestro gusto	valence	0.500
2017-En-10308	@everycolorbot más como cada miradas de color igual #provocadas #colorblind #Vida	valence	0.427
2017-En-30786	ofendida izn't aproximadamente complaciendo cada otros...😕\n\n#Infierno #con #complacer	valence	0.328
2017-En-30303	Rec'd llamada 2día de iglesia haitiana  empezamos en Florida algún 15yrs hace. Preparando para adquirir su propio bldg. Querido me para saber. #rejoicing	valence	0.774
2017-En-30271	No untill hoy tiene cualquiera nunca dicho a mí  recuerdan qué I hubo encima encima hace 7 años cuándo  me conocimos n gustados me desde entonces #cutealert #felices	valence	0.704
2017-En-31002	imaginar si teppu consiguió animado por madhouse tho &gt;_&lt;	valence	0.467
2017-En-31240	@1barkcom Gracias para el #seguir. Quedando a la espera de vuestro tweets cuando  miran entretener! #Sonrisa #socialmedia	valence	0.768
2017-En-30488	Una cosa buena aproximadamente siendo enfermo es que la tos es como un ab workout. Quizás mi abs será más definido por el tiempo soy optimismo 😂😅 #mejor	valence	0.550
2017-En-11542	no soy utilizar a levantarse temprano asf esta mierda goin irritarme.	valence	0.217
2017-En-31515	Su encanto es vivacidad pero esto es también su debilidad.	valence	0.516
2017-En-30745	Mañana temprana cheerfulness puede ser extremadamente obnoxious #ALDUB62ndWeeksary	valence	0.558
2017-En-10498	Skipping las comidas es la manera nacional de mostrar #decepción y #rabia. #wiz	valence	0.113
2017-En-11699	Perdonando significa operar con el espíritu del dios &amp; el dios no es unforgiving &amp; no aguanta un rencor. Tan quién soy I? Exactamente.	valence	0.548
2017-En-20264	Pone n alarma '@Innocentia_T:  quiero nap pero estoy asustado yo despertará mañana .'	valence	0.400
2017-En-41184	El dentista justo dicho a mí'  estoy yendo a numb vuestro labio de frente arriba tan  sienta como si  tienes labios como Pete Quemaduras!......  Sea bien #pout	valence	0.532
2017-En-30456	“Cuándo  damos alegremente y aceptar gratefully, todo el mundo está bendecido.”―Maya Angelou	valence	0.683
2017-En-40561	@TimewarpArcade @tenpencearcade  realmente tienes que pedal como un nutter para conseguir anywhere?  Lo recuerdo siendo más sedate.	valence	0.377
2017-En-11392	@EE Vuestro sitio web está haciéndome sentir rabia violenta y vuestro upgrade las opciones no están ayudando tampoco. #Aaaaarrrrgghhh #iwanttocancel #Odio	valence	0.086
2017-En-30820	de rabia overthinking e v e r y t h i n g como i jus' quiere ser feliz pls	valence	0.426
2017-En-21670	la proyección es percepción. Ve él en alguien más? Tú también en algún nivel tiene que dentro te. #Rabia	valence	0.250
2017-En-30527	Intermit animado^%%%ncaa pittsburgh vs mississippi sprightly reluciente bbva nivel peg varsity fútbol telly scra...	valence	0.500
2017-En-30190	Montando por la noche tiene para ser uno del más exhilarating, refreshing cosas nunca he hecho.	valence	0.935
2017-En-21647	quentin i sait aps dire eastpak i dit aspak msk	valence	0.516
2017-En-31031	@MarkDice Agreed.so Cansado de esta barbaridad . Soros Tiene que ser elated.	valence	0.232
2017-En-30507	@tunaeP_ Aclamar arriba de☺️	valence	0.557
2017-En-31099	TheNiceBot: WSJNordics  haces el mundial un más joyful sitio. #TheNiceBot #MPN #DemiLovato	valence	0.759
2017-En-21704	@slashersocial #Horror H3LL I SEGURO DID!!! LOL\nHappy Sobre esta decisión. :)	valence	0.781
2017-En-21471	 Está asombrando cómo algo consigue enganchado en vuestra cabeza, y no puedes sacudir una memoria...  A veces,  pierdo personas mucho.  Deseo  supieron.	valence	0.532
2017-En-40518	Este pretencioso dick en Galería de Noche justo jodiendo, utilizó una toalla para secar de su hundirse	valence	0.296
2017-En-41440	nooooo. Campana Azul pobre! No otra vez.	valence	0.200
2017-En-20309	Las chicas con armas peludas me asustan	valence	0.367
2017-En-22151	hola berniebrocialists de todos los  géneros: si  viví en un swingish estado yo  w/o hesitation voto Clinton &amp; haría tan w/o  upporting' su	valence	0.448
2017-En-40621	Arrendajo Z y Brad Pitt engañó ..Bey Angie quedada dejó #cheaters #pares #de sexo #de lujuria #de amor #divorcio #de matrimonio #de fecha #de relaciones	valence	0.552
2017-En-30046	I amor cómo cheery y adorando @JackHoward consigue cada vez  produce contenido nuevo.	valence	0.806
2017-En-31536	Cualquier cosa  decides hacer hace seguro  te haces .	valence	0.483
2017-En-30775	 Necesito un poco de #GBBO para aclamarme arriba después de un día terrible!	valence	0.241
2017-En-30031	@ADenkyirah Cumpleaños feliz! Esperanza  tienes un día maravilloso llenado con mucha alegría y risa &lt;3 (a pesar de tumblr siendo un jerk- una vez más)	valence	0.850
2017-En-30129	@LiamJamesVernon amor el optimismo!! LUNA AZUL!	valence	0.701
2017-En-30846	Alguien quién ha afrontado la tormenta es brewing. #Alegre	valence	0.774
2017-En-11300	Beyoncé el resentimiento me consigo en mis sentimientos cada vez. 😩	valence	0.222
2017-En-40933	@MariamVeiszadeh Está consiguiendo tan cercano en vuestra encuesta tantos ignorante ppl. #Deprimiendo #doloroso algo necesita cambiar #BeTheChange ? Qué?	valence	0.086
2017-En-30976	@NoorBazzi14 lowkey  quiero ir justo a chirp Anna LOL pero decir hola a Atkins para mí!! Uno de mis entrenadores favoritos, es listo y preocupándose	valence	0.696
2017-En-30076	tiempo indio  es ya ur cumpleaños @akshaymarwah22. Tiene un cumpleaños estupendo. Te deseas más éxito, risa y mucho amor. Hugs. x	valence	0.629
2017-En-21806	@SimplyMayaMarie @STILLStanding_B 😂😂😂  Sabéis soy loco su justo impresionante aquello es todo	valence	0.645
2017-En-30073	TheNiceBot: melbjs ;) Aquí es una sonrisa y un guiño de a través de la web. #TheNiceBot	valence	0.650
2017-En-11184	Lo que un maldito muppet.  @jRwild1  #acosador.	valence	0.233
2017-En-30693	Tender el enfermo, Señor Cristo; da resto al cansado, bendecir el muriendo, amansar el sufrimiento, lástima el afligido, escudo el dichoso;	valence	0.645
2017-En-11682	Gusta él realmente justo jodiendo me pregunté aquello.	valence	0.258
2017-En-10302	ESPN Justo supuso  quise sus revistas libres #ofendieron	valence	0.300
2017-En-31130	sea sobornar sus padres con hearty risa y risitas :) #Loveet	valence	0.955
2017-En-31248	hay una hilaridad segura en las personas enojadas en protestas contra el himno nacional o la bandera cuándo estos actos están cubiertos por 1.ª Enmienda.	valence	0.569
2017-En-40718	Aprendiendo para confiar en el dios puede tranquilo un atribulado &amp; corazón inquieto, trae paz a una alma cansada, &amp; eliminar el hopelessness que #la adicción es!	valence	0.650
2017-En-30648	i Malo i suposición la mayoría del malo unos están tratados tan como playful pero i quiere apoyar yoosung sin datarle ;___;	valence	0.450
2017-En-31306	@Cherie_Fitz  está siendo extremadamente playful	valence	0.613
2017-En-40995	@MarianKeyes el pout me vierto encima el borde.  Soy más sin duda AGIN. Quién el feic cuece con lleno hacer y botas con tacones!!!!	valence	0.571
2017-En-11429	@SharadK7 aguardando para ver ur nuevo avataar #rowdy #acción #el hombre joven enojado	valence	0.431
2017-En-21188	Pero yo era tan intrigued por vuestro estilo, chico.Siempre sido una ventosa para una alarma de chico #salvaje -@AnneMarieIAm	valence	0.567
2017-En-20103	Un país que dio casa segura a #Osama Cubo #Laden es peligroso si no contenido. #Pakistán es un #cielo de terror, declara tan @BanKimoon_amdg	valence	0.331
2017-En-11000	@louiseannexx u jodido mi casa arriba siempre aguantaré un rencor	valence	0.190
2017-En-31198	@B4caferacer  veo cosas en  las nubes que otros no pueden ver tan  puedo #elate	valence	0.638
2017-En-11002	@ReadingFC @EFLCup - recordarles 'Veinte' Abundancia' #revenge!	valence	0.482
2017-En-31191	Venido y unir en con #cakeclubhour mañana por la tarde de 3pm! #bizhour #chirp	valence	0.625
2017-En-21361	Pero 'para mí no para preocuparse,  conseguirán un tipo de vaso encima y enunciarnos para él'	valence	0.438
2017-En-41001	@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah ENTONCES tú  qué te puede y entonces BLOQUEARLES,  están intentando desalentar nos	valence	0.321
2017-En-30910	@CONSEGUÍA7Oficial @jrjyp cumpleaños feliz jin joven!!!!!! #PrinceJinyoungDay  #happyjinyoungday #Conseguía7 #cumpleaños #feliz	valence	0.844
2017-En-31487	conseguías algunos dick recientemente bien, eres feliz, no eres enfermo y  estás sonriendo. La vida es buena' 😭😭😭	valence	0.468
2017-En-30151	#ContentwiththeLordsPortion:O satisfacernos temprano con thy #piedad;aquello  podemos #rejoice &amp; ser feliz todos nuestros días.#Ps 90:14 #gladness #alegría	valence	0.759
2017-En-40604	@UltimateBoxer Mi corazón porque  me dejé para tan mucho tiempo otra vez\n\n*leve pout pero  gire a una sonrisa*\n\nheheh justo bromeando, ningún I soy bien-	valence	0.581
2017-En-21420	@Rosie #Strongwomen aterra #weakmen - no deja el #matón te llevas abajo. Encantando vuestra consistencia y la verdad en tiempo áspero Cuelga en allí ❤️	valence	0.536
2017-En-40111	@megalvz literalmente era gloomy para una hora	valence	0.210
2017-En-21033	@TheOnlySweeney su eslogan tendría que haber sido #inicio en vez de #acabar	valence	0.375
2017-En-30650	@niceoneWern @Alotta_Dolor el gleesome threesome	valence	0.422
2017-En-21951	@SurfaceSupport Una experiencia profundamente decepcionante.  Tengo 2 paga casi $500 2 remedio un defecto n el Microsoft @de producto me vendí #terrible	valence	0.161
2017-En-30842	TheNiceBot: IndyMN  pensé las vacaciones no podrían conseguir más alegres, y entonces  te conociste. #TheNiceBot #الخفجي	valence	0.600
2017-En-21865	Va fuera complacer ...  Estoy suplicando »»» #miedo #de preocupación #de ansiedad #de depresión #tristeza \nDreams de alegría y mi criatura para ser encontrada...Sienta en #AndisBench	valence	0.194
2017-En-30985	la familia Moderna nunca falla para aclamarme arriba. Especialmente Phil.	valence	0.655
2017-En-41194	Por una vez I gatherp th fuerza a no probar y beber mi dolor fuera. #El luchador #sereno #fuerte #precioso #dreamer	valence	0.339
2017-En-30130	#ContentwiththeLordsPortion:O satisfacernos temprano con thy #piedad;aquello  podemos #rejoice &amp; ser feliz todos nuestros días.#Ps 90:14 #gladness #delicia #de alegría que	valence	0.860
2017-En-30291	Sabe cómo al cocinero es inestimable, qué es incluso mejor es que incluso en un 400 sq ft sitio, tengo ancho y hearty homestyle fideos de huevo.	valence	0.804
2017-En-30268	Ventajas de optimismo a éxito. - Enuncia Kerr @Entrenador__Kerr #objetivos  #de éxito	valence	0.769
2017-En-10629	@WWE es el acontecimiento vivo Brock vs Orton 2 este sábado en el WWE Red? Si no  necesita ser! :) #wwe @RandyOrton @HeymanHustle #revenge	valence	0.500
2017-En-21729	@gingermckchav @MichCorsilles @ArevaMartin @HarvardBLSA @ShareblueMedia Aparentemente nada como el terror cops tiene de personas negras.	valence	0.333
2017-En-30667	@CNBCFastMoney Harwood gleeful En estos números nuevos, apostados vuestro dinero en este informando...Mirada para perder it...@hillaryclinton liarthiefscoundrel	valence	0.469
2017-En-11344	@Dak2decoraciones futuras son arriba por todas partes Jersey ya #ultraje	valence	0.188
2017-En-30876	Dolores.' Un delgado lipped sonrisa graced glosó labios cuando  deje blues peer encima en la mujer. ' Una delicia constante.. Tan siempre.'	valence	0.547
2017-En-31187	Función con relación a camshaft exhilaration compañías: CQHshJSI	valence	0.540
2017-En-30270	#la sonrisa es el #respeto  damos todo el mundo.	valence	0.694
2017-En-40502	Hermana: (jugador canadiense  algo sombrío.) Jonathan Toews está arrugando la frente y no sabe por qué. #WorldCupOfHockey	valence	0.359
2017-En-30455	@AphoticSanguine —Pero ser un poco playful. \n\nHe hesitantly Atracciones fuera, justo bastante tan  pueda conseguir palabras fuera, los labios que cepillan en contra—	valence	0.712
2017-En-31092	Mirando @melissamccarthy en #Espia es una de actrices Favoritas! Anoche  miraba su #theboss #hilarious I justo le quiere conocer	valence	0.817
2017-En-41419	@AniahROSE  sé smh. Mi corazón hundido a mi estómago.	valence	0.304
2017-En-21495	0 emoción para este fin de semana justo Luz de pavor	valence	0.422
2017-En-30720	puro de día por heyday popularization backfire cinematography: XUcQb	valence	0.397
2017-En-31527	@enews #breezy merecerlo..	valence	0.578
2017-En-41403	@nadinekellman Sí I lata. No Me desalenta.	valence	0.500
2017-En-21518	i Soy... Nervioso sobre esta prueba desgarra	valence	0.290
2017-En-31005	jk. Empezado esta semana fuerte y todavía está yendo fuerte.	valence	0.750
2017-En-20944	ESTANCIA JADED todo el mundo es	valence	0.500
2017-En-31393	por qué es @Iongroadhome tan estéticamente complaciendo cada día solo  son incluso bastante cuando justo despertaron, cuándo  están cansados, justo. Siempre	valence	0.554
2017-En-40262	siempre que i pout i justo querer Adrian para aparecer y decirme para parar pouting o más	valence	0.484
2017-En-20805	.@tolumanda encantarlo! Tan cierto. Tan @Deedeey_ me enseñé, el miedo puede ser una ilusión. #Entrenando  #valor	valence	0.600
2017-En-10255	@cc_yandian @HillaryClinton su equipo tiene que dibujar de un sombrero para personalidad diaria #drogó #enojado #yeller #tranquilo #screamer #😂😂	valence	0.367
2017-En-20399	PASTOR - 15 PIES fuera de disparar la víctima durante protesta dice es escéptico de historia oficial. #Impresionante #CharlotteProtest #CharlotteRiot	valence	0.281
2017-En-10239	@aGirlHasNo_Nombre @MdlMurray disparado por mujer de policía negra Típica looney toon pensamiento. #Hillary #divide  #caos	valence	0.400
2017-En-20330	somos todos en D. T. (Discipleship Formación o detox) para algo. #messy #Temeroso #cutoff #choosefreedom #CryOut16	valence	0.207
2017-En-41295	Venido aquí, dejado me  cualquier cosa  hago con él. #dismal	valence	0.431
2017-En-20338	Cuándo las personas pegadas encima me i intenta sacudirles fuera por hablar aproximadamente qué i escondrijo de comunismo	valence	0.367
2017-En-30329	Punchline el rey está de vuelta! @Paedeezy 🔥🔥🔥🔥🔥🔥🔥💯💯💯 #La ciudad brillante enciende	valence	0.621
2017-En-31217	Mirar conducida por alimentario y @andrewzimmern yendo a Devon Ave para comer nihari me hago gleeful af	valence	0.600
2017-En-11054	@JoeShennan Entretanto @JoshuaMurrayBM y  estoy consiguiendo un 7.40am tren.  Te esperas realmente, realmente disfrutar aquel hotel, Shennan.	valence	0.569
2017-En-41074	@loueezecee No sé cuánto más de aquel sangriento pout  puedo tomar!!	valence	0.207
2017-En-30849	 Mejora. Sin explicación; justo despiertas una mañana y tú son justo feliz, totalmente y absolutamente elated.	valence	0.783
2017-En-40654	@chelseafc Dejado les saber  es el	valence	0.482
2017-En-31177	Más citar de un 7 en alemán - Casi #feliz	valence	0.638
2017-En-30888	@tomlinmayniac empezando mi reto nuevo ! Un glee encuesta cada día !	valence	0.645
2017-En-30416	@ashleynwinters no Me gusta la declaración pero me encanta el optimismo	valence	0.569
2017-En-21961	Q&amp;Un con N. Christie @westernuHistory: fr. @marybethstart: Qué  Peter y Dardanella pensar de nosotros sabiendo? #poorthings	valence	0.276
2017-En-40548	Contactless Aflicción kart es las necesidades tienen que con respecto al momento psicológico!: xbeUJGB	valence	0.453
2017-En-30922	Oi @THEWIGGYMESS  Has absolutamente jodiendo matado me.. 30 mins más tarde im todavía llorando con risa.. Grindah.. Grindah... 🤓  hahahahahahaha	valence	0.879
2017-En-21665	@Apolocreed4 Qué es incluso más impresionante es que alguien le dio un trato récord! lol	valence	0.547
2017-En-30404	@carysmithwriter @Maria_Savva @RealRockAndRoll somos la banda menos sabida en el Mundo, pero tan feliz  preguntaste #muchlove	valence	0.707
2017-En-30101	@D_McMenemy sea fácil a sitio el desfile de minúsculo weans en caro jammies. Realmente es hilarious!	valence	0.813
2017-En-30834	Serlo un día lluvioso, serlo sol alegre,  soy un Prussian, quiere nada para ser pero un Prussian.:|	valence	0.700
2017-En-41520	@Aamnaa___ @drkarthik_n Vuestros ingresos per cápita es casi mismos nos gusto. Gini El coeficiente es muy dismal. Las ambiciones son alto pero producción Cero.	valence	0.482
2017-En-21867	@Mista_Pesadilla i dont entender por qué u hacer vídeos cada semana gasta tiempo con vuestra familia en vez de laborable encima horror #takeabreak	valence	0.310
2017-En-30635	@MalYoung @AngelicaMcD I esperanza a ahora ver algunos levity, luz, idilio y felicidad la manera de Abby y Punto de sutura venidos después de tal carretera dura larga.	valence	0.567
2017-En-21863	Es un Día Emotivo! #Esperanza  #de tensión	valence	0.340
2017-En-31489	humor Mejor hoy! Me traigo #teasing, #coqueteando, #xdressers, #risa, y #roleplayers! También #confesiones y #secretos @underdeskloser	valence	0.766
2017-En-10800	el testaje	valence	0.500
2017-En-30487	Comprueba esto #filma Robocoq 301 #animado #shortfilms	valence	0.597
2017-En-30732	Val es lejos demasiado cheery para mi gustando ✋🏻	valence	0.400
2017-En-31448	Ser feliz no porque todo es bien, pero porque  puedes ver el lado bueno de todo. #Optimismo	valence	0.766
2017-En-40725	#RiceFODays ahora soy Alex Butler  clase en administración financiera. Inicios fuera con una clase grande, pertinente discusión: películas y se hundió costes	valence	0.581
2017-En-20804	@StephenKing\n\nStephen el rey nunca una vez habló fuera aproximadamente cómo el Izquierdo aplasta #FreeSpeech en mundo editorial.\n\n #Triunfo  #scifi #ccot #p2	valence	0.429
2017-En-22145	I soy tan inquieto	valence	0.190
2017-En-11064	el alma atribulada  no suelta vuestro corazón 'alegría de causa y paz  trae y la belleza aquello es en almacenar outweighs el hecho daño de la picadura de la vida.	valence	0.500
2017-En-22001	Temblor!!!\n #Temblor	valence	0.367
2017-En-30691	 no justo chupe cuándo eres tan real a alguien y probar a exhilarate cada onza fuera de ellos a sólo ver que no son abajo	valence	0.290
2017-En-21198	#la concienciación busca #refugio .#Letgo Hábito #viejo de perseguir #deseos resultin en #preocupación #de miedo #de la rabia .#Escoge #Satisfacción dentro #la paz #Relaja	valence	0.383
2017-En-40129	@ryyyshh historia de mi vida. #Perdido	valence	0.217
2017-En-40358	#Terencecutcher #Tulsa el hombre onthe el helicóptero dijo que parece un malo dude, aquello es el problema, cuándo ven negros ven malos,	valence	0.290
2017-En-40404	ser de Pitt del Brad investigado para abuso de niño?! Esto todo justo conseguido realmente #oscuro	valence	0.304
2017-En-22215	@westelm me digo mi orden embarcará en Sept 12, llegando por Sept 19. Hoy es el 22. 😐 #Las mentiras #terribles #whereismyfurniture	valence	0.219
2017-En-11394	@corrección de delta 26 ppl. Comprobado en. Estando en la puerta. &amp; Flt 1449 sacó sin nosotros.	valence	0.473
2017-En-20600	En cualquier momento @perezed consigue cercano un mic, alguien necesita a smack le w un murciélago. @BBTN #Terrible #marblesinmouth	valence	0.355
2017-En-30887	[Momento de levity en el B41] Criatura:  quiero ISIS! Me doy ISIS!\nMom: Shh!\nBaby:  Quiero ISIS!\nWest Mujer india:  quiere qué?\nMom: *Hielos*.	valence	0.688
2017-En-10659	El mejor revenge es éxito masivo. –Frank Sinatra	valence	0.672
2017-En-10365	@m_warner21 Yikes. La ira de Maddie...	valence	0.391
2017-En-30801	Cuándo u /charla/ única 2 me o preguntarme 'cómo r cosas' justos 2 consigue 2 dice algo u quiere, 4me doy si no soy elated 2 inicio una conversación con u	valence	0.258
2017-En-10496	@HillaryClinton Yeah U gotta les hace TACÓN.  Sé U necesidad sus votos tan U tiene que espera. Pero cuándo U PERDER- son realmente en para vuestra ira !	valence	0.286
2017-En-40154	@lucy_hyner @Soulboy2266 tristemente no !! Uno menos hora bebiendo tiempo 😢🍻	valence	0.283
2017-En-41011	Candace &amp; su pout está consiguiendo correcto en mi tits #GBBO	valence	0.339
