@relation lexicons/arabic/translated_from_english/text_lexicons_without_instructions_etc/bingliu_ar.txt

@attribute english string 
@attribute arabic string
@attribute buckwalter string
@attribute sentscore numeric 

@data
"pedantic","متحذلق","mtH*lq",-1
"peeled","مقشر","mq$r",-1
"peeve","غيظ","gyZ",-1
"peeved","منزعج","mnzEj",-1
"peevish","نكد","nkd",-1
"peevishly","peevishly","peevishly",-1
"penalize","معاقبة","mEAqbp",-1
"penalty","عقوبة","Eqwbp",-1
"perfidious","غدار","gdAr",-1
"perfidity","perfidity","perfidity",-1
"perfunctory","سطحي","sTHy",-1
"peril","عرض للخطر","ErD llxTr",-1
"perilous","محفوف بالمخاطر","mHfwf bAlmxATr",-1
"perilously","فيه خطورة","fyh xTwrp",-1
"perish","هلك","hlk",-1
"pernicious","خبيث","xbyv",-1
"perplex","حير","Hyr",-1
"perplexed","متحير","mtHyr",-1
"perplexing","مربك","mrbk",-1
"perplexity","حيرة","Hyrp",-1
"persecute","اضطهد","ADThd",-1
"persecution","اضطهاد","ADThAd",-1
"pertinacious","عنيد","Enyd",-1
"pertinaciously","pertinaciously","pertinaciously",-1
"pertinacity","عناد","EnAd",-1
"perturb","شوش","$w$",-1
"perturbed","قلق","qlq",-1
"pervasive","انتشارا","Ant$ArA",-1
"perverse","منحرف","mnHrf",-1
"perversely","معاكس","mEAks",-1
"perversion","الانحراف","AlAnHrAf",-1
"perversity","فساد","fsAd",-1
"pervert","ضل","Dl",-1
"perverted","جاحد","jAHd",-1
"perverts","منحرفين","mnHrfyn",-1
"pessimism","تشاؤم","t$AWm",-1
"pessimistic","متشائم","mt$A}m",-1
"pessimistically","بتشاؤم","bt$AWm",-1
"pest","الآفات","AlAfAt",-1
"pestilent","مهلك","mhlk",-1
"petrified","تحجرت","tHjrt",-1
"petrify","تسمر في مكانه","tsmr fy mkAnh",-1
"pettifog","pettifog","pettifog",-1
"petty","تافه","tAfh",-1
"phobia","رهاب","rhAb",-1
"phobic","مرهوب","mrhwb",-1
"phony","كاذب","kA*b",-1
"picket","وتد","wtd",-1
"picketed","مرابط","mrAbT",-1
"picketing","الاعتصام","AlAEtSAm",-1
"pickets","الأوتاد","AlAwtAd",-1
"picky","من الصعب إرضاءه","mn AlSEb ArDA'h",-1
"pig","خنزير","xnzyr",-1
"pigs","الخنازير","AlxnAzyr",-1
"pillage","نهب","nhb",-1
"pillory","مقطرة","mqTrp",-1
"pimple","بثرة","bvrp",-1
"pinch","قرصة","qrSp",-1
"pique","غضب","gDb",-1
"pitiable","حقير","Hqyr",-1
"pitiful","بائس","bA}s",-1
"pitifully","الرثاء","AlrvA'",-1
"pitiless","عديم الرحمة","Edym AlrHmp",-1
"pitilessly","بلا رحمة","blA rHmp",-1
"pittance","مبلغ زهيد","mblg zhyd",-1
"pity","شفقة","$fqp",-1
"plagiarize","انتحل","AntHl",-1
"plague","طاعون","TAEwn",-1
"plasticky","plasticky","plasticky",-1
"plaything","ألعوبة","AlEwbp",-1
"plea","حجة","Hjp",-1
"pleas","مناشدات","mnA$dAt",-1
"plebeian","عامي","EAmy",-1
"plight","مأزق","mAzq",-1
"plot","قطعة","qTEp",-1
"plotters","المتآمرين","AlmtAmryn",-1
"ploy","حيلة","Hylp",-1
"plunder","نهب","nhb",-1
"plunderer","الغانم","AlgAnm",-1
"pointless","غير مبرر","gyr mbrr",-1
"pointlessly","بلا هدف","blA hdf",-1
"poison","سم","sm",-1
"poisonous","سام","sAm",-1
"poisonously","poisonously","poisonously",-1
"pokey","سجن","sjn",-1
"poky","غير أنيق","gyr Anyq",-1
"polarisation","الاستقطاب","AlAstqTAb",-1
"polemize","polemize","polemize",-1
"pollute","لوث","lwv",-1
"polluter","ملوث","mlwv",-1
"polluters","الملوثين","Almlwvyn",-1
"polution","التلوث","Altlwv",-1
"pompous","أبهى","Abhy",-1
"poor","فقير","fqyr",-1
"poorer","فقرا","fqrA",-1
"poorest","أفقر","Afqr",-1
"poorly","سيئة","sy}p",-1
"posturing","المواقف","AlmwAqf",-1
"pout","تجهم","tjhm",-1
"poverty","فقر","fqr",-1
"powerless","ضعيف","DEyf",-1
"prate","هذر","h*r",-1
"pratfall","pratfall","pratfall",-1
"prattle","ثرثرة","vrvrp",-1
"precarious","محفوفة بالمخاطر","mHfwfp bAlmxATr",-1
"precariously","غير مستقرة","gyr mstqrp",-1
"precipitate","عاجل","EAjl",-1
"precipitous","متهور","mthwr",-1
"predatory","ضار","DAr",-1
"predicament","مأزق","mAzq",-1
"prejudge","حكم مسبقا","Hkm msbqA",-1
"prejudice","تحيز","tHyz",-1
"prejudices","التحيزات","AltHyzAt",-1
"prejudicial","ضار","DAr",-1
"premeditated","متعمد","mtEmd",-1
"preoccupy","انشغل","An$gl",-1
"preposterous","مناف للعقل","mnAf llEql",-1
"preposterously","بغرابة","bgrAbp",-1
"presumptuous","وقح","wqH",-1
"presumptuously","بصلف","bSlf",-1
"pretence","تظاهر","tZAhr",-1
"pretend","تظاهر","tZAhr",-1
"pretense","تظاهر","tZAhr",-1
"pretentious","رنان","rnAn",-1
"pretentiously","pretentiously","pretentiously",-1
"prevaricate","وارب","wArb",-1
"pricey","الثمن","Alvmn",-1
"pricier","سعرا","sErA",-1
"prick","وخزة","wxzp",-1
"prickle","وخز","wxz",-1
"prickles","الأشواك","AlA$wAk",-1
"prideful","فخور","fxwr",-1
"prik","بريك","bryk",-1
"primitive","بدائي","bdA}y",-1
"prison","السجن","Alsjn",-1
"prisoner","سجين","sjyn",-1
"problem","مشكلة","m$klp",-1
"problematic","إشكالية","A$kAlyp",-1
"problems","المشاكل","Alm$Akl",-1
"procrastinate","ماطل","mATl",-1
"procrastinates","هجة","hjp",-1
"procrastination","مماطلة","mmATlp",-1
"profane","دنس","dns",-1
"profanity","تجديف","tjdyf",-1
"prohibit","حظر","HZr",-1
"prohibitive","تحريمي","tHrymy",-1
"prohibitively","مانع","mAnE",-1
"propaganda","دعاية","dEAyp",-1
"propagandize","قام بالدعاية","qAm bAldEAyp",-1
"proprietary","امتلاكي","AmtlAky",-1
"prosecute","محاكمة","mHAkmp",-1
"protest","احتجاج","AHtjAj",-1
"protested","احتج","AHtj",-1
"protesting","يحتجون","yHtjwn",-1
"protests","الاحتجاجات","AlAHtjAjAt",-1
"protracted","طويل","Twyl",-1
"provocation","تحرش","tHr$",-1
"provocative","استفزازي","AstfzAzy",-1
"provoke","إثارة","AvArp",-1
"pry","نقب","nqb",-1
"pugnacious","مشاكس","m$Aks",-1
"pugnaciously","فالرئيس","fAlr}ys",-1
"pugnacity","مشاكسة","m$Aksp",-1
"punch","لكمة","lkmp",-1
"punish","معاقبة","mEAqbp",-1
"punishable","يعاقب","yEAqb",-1
"punitive","عقابي","EqAby",-1
"punk","فاسق","fAsq",-1
"puny","سقيم","sqym",-1
"puppet","دمية","dmyp",-1
"puppets","دمى","dmy",-1
"puzzled","متحير","mtHyr",-1
"puzzlement","حيرة","Hyrp",-1
"puzzling","المحير","AlmHyr",-1
"quack","الدجال","AldjAl",-1
"qualm","وخز الضمير","wxz AlDmyr",-1
"qualms","تبكيت الضمير","tbkyt AlDmyr",-1
"quandary","مأزق","mAzq",-1
"quarrel","شجار","$jAr",-1
"quarrellous","quarrellous","quarrellous",-1
"quarrellously","quarrellously","quarrellously",-1
"quarrels","نزاع","nzAE",-1
"quarrelsome","مشاكس","m$Aks",-1
"quash","سحق","sHq",-1
"queer","عليل","Elyl",-1
"questionable","مشكوك فيه","m$kwk fyh",-1
"quibble","مواربة","mwArbp",-1
"quibbles","الخفايا","AlxfAyA",-1
"quitter","انهزامي","AnhzAmy",-1
"rabid","مصاب بداء الكلب","mSAb bdA' Alklb",-1
"racism","عنصرية","EnSryp",-1
"racist","عنصري","EnSry",-1
"racists","العنصريين","AlEnSryyn",-1
"racy","مفعم بالحياة","mfEm bAlHyAp",-1
"radical","متطرف","mtTrf",-1
"radicalization","التطرف","AltTrf",-1
"radically","جذري","j*ry",-1
"radicals","الجذور","Alj*wr",-1
"rage","غضب","gDb",-1
"ragged","رث الثياب","rv AlvyAb",-1
"raging","تحتدم","tHtdm",-1
"rail","سكة حديدية","skp Hdydyp",-1
"raked","بتمشيط","btm$yT",-1
"rampage","ثورة","vwrp",-1
"rampant","متفشية","mtf$yp",-1
"ramshackle","آيل للسقوط","Ayl llsqwT",-1
"rancor","حقد","Hqd",-1
"randomly","عشوائيا","E$wA}yA",-1
"rankle","فور ملهبا","fwr mlhbA",-1
"rant","خرف","xrf",-1
"ranted","وانبرى","wAnbry",-1
"ranting","صراخ","SrAx",-1
"rantingly","rantingly","rantingly",-1
"rants","التشدق","Alt$dq",-1
"rape","اغتصاب","AgtSAb",-1
"raped","اغتصاب","AgtSAb",-1
"raping","اغتصاب","AgtSAb",-1
"rascal","الوغد","Alwgd",-1
"rascals","الأوغاد","AlAwgAd",-1
"rash","طفح جلدي","TfH jldy",-1
"rattle","حشرجة الموت","H$rjp Almwt",-1
"rattled","هز","hz",-1
"rattles","خشخيشات","x$xy$At",-1
"ravage","تلف","tlf",-1
"raving","هذيان","h*yAn",-1
"reactionary","رجعي","rjEy",-1
"rebellious","متمرد","mtmrd",-1
"rebuff","رفض","rfD",-1
"rebuke","توبيخ","twbyx",-1
"recalcitrant","حرون","Hrwn",-1
"recant","نكر","nkr",-1
"recession","ركود","rkwd",-1
"recessionary","الركود","Alrkwd",-1
"reckless","متهور","mthwr",-1
"recklessly","بتهور","bthwr",-1
"recklessness","تهور","thwr",-1
"recoil","نكص","nkS",-1
"recourses","الانتصاف","AlAntSAf",-1
"redundancy","وفرة","wfrp",-1
"redundant","زائد","zA}d",-1
"refusal","رفض","rfD",-1
"refuse","رفض","rfD",-1
"refused","رفض","rfD",-1
"refuses","يرفض","yrfD",-1
"refusing","رافض","rAfD",-1
"refutation","دحض","dHD",-1
"refute","دحض","dHD",-1
"refuted","فند","fnd",-1
"refutes","يدحض","ydHD",-1
"refuting","دحض","dHD",-1
"regress","تراجع","trAjE",-1
"regression","تراجع","trAjE",-1
"regressive","متردي","mtrdy",-1
"regret","ندم","ndm",-1
"regreted","ولنجتون","wlnjtwn",-1
"regretful","نادم","nAdm",-1
"regretfully","للأسف","llAsf",-1
"regrets","ندم","ndm",-1
"regrettable","مؤسف","mWsf",-1
"regrettably","للأسف","llAsf",-1
"regretted","يأسف","yAsf",-1
"reject","رفض","rfD",-1
"rejected","مرفوض","mrfwD",-1
"rejecting","رافض","rAfD",-1
"rejection","الرفض","AlrfD",-1
"rejects","ترفض","trfD",-1
"relapse","انتكاس","AntkAs",-1
"relentless","متصلب","mtSlb",-1
"relentlessly","بلا هوادة","blA hwAdp",-1
"relentlessness","صرامة","SrAmp",-1
"reluctance","ممانعة","mmAnEp",-1
"reluctant","ممانع","mmAnE",-1
"reluctantly","على مضض","Ely mDD",-1
"remorse","ندم","ndm",-1
"remorseful","نادم جدا","nAdm jdA",-1
"remorsefully","remorsefully","remorsefully",-1
"remorseless","وحشي","wH$y",-1
"remorselessly","رحمة","rHmp",-1
"remorselessness","عدم الشفقة","Edm Al$fqp",-1
"renounce","تنازل","tnAzl",-1
"renunciation","تنازل","tnAzl",-1
"repel","صد","Sd",-1
"repetitive","التكرار","AltkrAr",-1
"reprehensible","مستحق اللوم","mstHq Allwm",-1
"reprehensibly","reprehensibly","reprehensibly",-1
"reprehension","توبيخ","twbyx",-1
"reprehensive","reprehensive","reprehensive",-1
"repress","قمع","qmE",-1
"repression","قمع","qmE",-1
"repressive","قمعي","qmEy",-1
"reprimand","تأنيب","tAnyb",-1
"reproach","عتاب","EtAb",-1
"reproachful","موبخ","mwbx",-1
"reprove","وبخ","wbx",-1
"reprovingly","مؤنبا","mWnbA",-1
"repudiate","رفض","rfD",-1
"repudiation","الرفض","AlrfD",-1
"repugn","repugn","repugn",-1
"repugnance","اشمئزاز","A$m}zAz",-1
"repugnant","بغيض","bgyD",-1
"repugnantly","repugnantly","repugnantly",-1
"repulse","صد","Sd",-1
"repulsed","صدت","Sdt",-1
"repulsing","وصد","wSd",-1
"repulsive","مثير للاشمئزاز","mvyr llA$m}zAz",-1
"repulsively","مثير للاشمئزاز","mvyr llA$m}zAz",-1
"repulsiveness","منفرا","mnfrA",-1
"resent","استاء","AstA'",-1
"resentful","امتعاضي","AmtEADy",-1
"resentment","استياء","AstyA'",-1
"resignation","استقالة","AstqAlp",-1
"resigned","استقال","AstqAl",-1
"resistance","مقاومة","mqAwmp",-1
"restless","ضيق الصدر","Dyq AlSdr",-1
"restlessness","الأرق","AlArq",-1
"restrict","حصر","HSr",-1
"restricted","مقيد","mqyd",-1
"restriction","تقييد","tqyyd",-1
"restrictive","تقييدي","tqyydy",-1
"resurgent","نامي","nAmy",-1
"retaliate","ثأر","vAr",-1
"retaliatory","ثأري","vAry",-1
"retard","تأخير","tAxyr",-1
"retarded","معوق خلقيا","mEwq xlqyA",-1
"retardedness","retardedness","retardedness",-1
"retards","يؤخر","yWxr",-1
"reticent","صموت","Smwt",-1
"retract","تراجع","trAjE",-1
"retreat","تراجع","trAjE",-1
"retreated","تراجع","trAjE",-1
"revenge","انتقام","AntqAm",-1
"revengeful","منتقم","mntqm",-1
"revengefully","revengefully","revengefully",-1
"revert","العودة","AlEwdp",-1
"revile","سب","sb",-1
"reviled","يلعن","ylEn",-1
"revoke","سحب","sHb",-1
"revolt","ثورة","vwrp",-1
"revolting","ثوري","vwry",-1
"revoltingly","revoltingly","revoltingly",-1
"revulsion","اشمئزاز","A$m}zAz",-1
"revulsive","revulsive","revulsive",-1
"rhapsodize","تحدث بحماسة","tHdv bHmAsp",-1
"rhetoric","بلاغة","blAgp",-1
"rhetorical","بلاغي","blAgy",-1
"ricer","المصفاة","AlmSfAp",-1
"ridicule","سخرية","sxryp",-1
"ridicules","السخرية","Alsxryp",-1
"ridiculous","سخيف","sxyf",-1
"ridiculously","يبعث على السخرية","ybEv Ely Alsxryp",-1
"rife","منتشر","mnt$r",-1
"rift","صدع","SdE",-1
"rifts","الخلافات","AlxlAfAt",-1
"rigid","جامد","jAmd",-1
"rigidity","صلابة","SlAbp",-1
"rigidness","الصلابة","AlSlAbp",-1
"rile","أقلق","Aqlq",-1
"riled","تغضب","tgDb",-1
"rip","RIP","RIP",-1
"rip-off","رواغ","rwAg",-1
"ripoff","رواغ","rwAg",-1
"ripped","انتقادات شديدة اللهجة","AntqAdAt $dydp Allhjp",-1
"risk","خطر","xTr",-1
"risks","المخاطر","AlmxATr",-1
"risky","محفوف بالمخاطر","mHfwf bAlmxATr",-1
"rival","منافس","mnAfs",-1
"rivalry","منافسة","mnAfsp",-1
"roadblocks","الحواجز","AlHwAjz",-1
"rocky","صخري","Sxry",-1
"rogue","محتال","mHtAl",-1
"rollercoaster","السفينة الدوارة","Alsfynp AldwArp",-1
"rot","تعفن","tEfn",-1
"rotten","فاسد","fAsd",-1
"rough","هائج","hA}j",-1
"rremediable","rremediable","rremediable",-1
"rubbish","قمامة","qmAmp",-1
"rude","غير مهذب","gyr mh*b",-1
"rue","أسف","Asf",-1
"ruffian","همجي","hmjy",-1
"ruffle","كشكش","k$k$",-1
"ruin","خراب","xrAb",-1
"ruined","خرب","xrb",-1
"ruining","تخريب","txryb",-1
"ruinous","طاحن","TAHn",-1
"ruins","أطلال","ATlAl",-1
"rumbling","قرقرة","qrqrp",-1
"rumor","إشاعة","A$AEp",-1
"rumors","الشائعات","Al$A}EAt",-1
"rumours","الشائعات","Al$A}EAt",-1
"rumple","غضن","gDn",-1
"run-down","انقلب","Anqlb",-1
"runaway","يهرب","yhrb",-1
"rupture","تمزق","tmzq",-1
"rust","صدأ","SdA",-1
"rusts","الصدأ","AlSdA",-1
"rusty","صدئ","Sd}",-1
"rut","شبق","$bq",-1
"ruthless","قاس","qAs",-1
"ruthlessly","بلا رحمة","blA rHmp",-1
"ruthlessness","قساوة","qsAwp",-1
"ruts","الأخاديد","AlAxAdyd",-1
"sabotage","تخريب","txryb",-1
"sack","كيس","kys",-1
"sacrificed","ضحى","DHy",-1
"sad","حزين","Hzyn",-1
"sadden","حزن","Hzn",-1
"sadly","للأسف","llAsf",-1
"sadness","حزن","Hzn",-1
"sag","تبلد","tbld",-1
"sagged","متدلى","mtdly",-1
"sagging","تراجع","trAjE",-1
"saggy","ساغي","sAgy",-1
"sags","يتدلى","ytdly",-1
"salacious","عاهر","EAhr",-1
"sanctimonious","مدعي التهذيب","mdEy Alth*yb",-1
"sap","شخص ساذج","$xS sA*j",-1
"sarcasm","سخرية","sxryp",-1
"sarcastic","ساخر","sAxr",-1
"sarcastically","ساخرا","sAxrA",-1
"sardonic","تهكمي","thkmy",-1
"sardonically","ساخرا","sAxrA",-1
"sass","ساس","sAs",-1
"satirical","الساخرة","AlsAxrp",-1
"satirize","هجا","hjA",-1
"savage","متوحش","mtwH$",-1
"savaged","هاجم","hAjm",-1
"savagery","الوحشية","AlwH$yp",-1
"savages","المتوحشين","AlmtwH$yn",-1
"scaly","وضيع","wDyE",-1
"scam","احتيال","AHtyAl",-1
"scams","الحيل","AlHyl",-1
"scandal","فضيحة","fDyHp",-1
"scandalize","غيظ","gyZ",-1
"scandalized","مروع","mrwE",-1
"scandalous","فاضح","fADH",-1
"scandalously","فاضح","fADH",-1
"scandals","فضائح","fDA}H",-1
"scandel","scandel","scandel",-1
"scandels","scandels","scandels",-1
"scant","مقتر","mqtr",-1
"scapegoat","كبش الفداء","kb$ AlfdA'",-1
"scar","ندب","ndb",-1
"scarce","نادر","nAdr",-1
"scarcely","نادرا","nAdrA",-1
"scarcity","نقص","nqS",-1
"scare","فزع","fzE",-1
"scared","خائفة","xA}fp",-1
"scarier","ترويعا","trwyEA",-1
"scariest","الأكثر رعبا","AlAkvr rEbA",-1
"scarily","بالاقتراب","bAlAqtrAb",-1
"scarred","ندوب","ndwb",-1
"scars","ندوب","ndwb",-1
"scary","مخيف","mxyf",-1
"scathing","لاذع","lA*E",-1
"scathingly","بانتقاد","bAntqAd",-1
"sceptical","متشككين","mt$kkyn",-1
"scoff","هزأ","hzA",-1
"scoffingly","scoffingly","scoffingly",-1
"scold","أنب","Anb",-1
"scolded","وبخ","wbx",-1
"scolding","توبيخ","twbyx",-1
"scoldingly","scoldingly","scoldingly",-1
"scorching","لاذع","lA*E",-1
"scorchingly","محرق","mHrq",-1
"scorn","سخرية","sxryp",-1
"scornful","محتقر","mHtqr",-1
"scornfully","بازدراء","bAzdrA'",-1
"scoundrel","الوغد","Alwgd",-1
"scourge","كارثة","kArvp",-1
"scowl","تجهم","tjhm",-1
"scramble","تزاحم","tzAHm",-1
"scrambled","تدافعت","tdAfEt",-1
"scrambles","يندفع","yndfE",-1
"scrambling","الهرولة","Alhrwlp",-1
"scrap","خردة","xrdp",-1
"scratch","خدش","xd$",-1
"scratched","خدش","xd$",-1
"scratches","الخدوش","Alxdw$",-1
"scratchy","مشخبط","m$xbT",-1
"scream","صرخة","Srxp",-1
"screech","صياح","SyAH",-1
"screw-up","اخفق","Axfq",-1
"screwed","ثمل","vml",-1
"screwed-up","ثمل المتابعة","vml AlmtAbEp",-1
"screwy","معطوب","mETwb",-1
"scuff","أبلى","Ably",-1
"scuffs","يجرجر","yjrjr",-1
"scum","زبد","zbd",-1
"scummy","حقير","Hqyr",-1
"second-class","الدرجة الثانية","Aldrjp AlvAnyp",-1
"second-tier","من الدرجة الثانية","mn Aldrjp AlvAnyp",-1
"secretive","كتوم","ktwm",-1
"sedentary","غير مترحل","gyr mtrHl",-1
"seedy","غير طبيعي","gyr TbyEy",-1
"seethe","هيجان","hyjAn",-1
"seething","عارم","EArm",-1
"self-coup","انقلاب ذاتي","AnqlAb *Aty",-1
"self-criticism","النقد الذاتي","Alnqd Al*Aty",-1
"self-defeating","الهزيمة الذاتية","Alhzymp Al*Atyp",-1
"self-destructive","ذاتي التدمير","*Aty Altdmyr",-1
"self-humiliation","الإذلال الذاتي","AlA*lAl Al*Aty",-1
"self-interest","مصلحة شخصية","mSlHp $xSyp",-1
"self-interested","المصلحة الذاتية","AlmSlHp Al*Atyp",-1
"self-serving","لخدمة مصالح ذاتية","lxdmp mSAlH *Atyp",-1
"selfinterested","selfinterested","selfinterested",-1
"selfish","أناني","AnAny",-1
"selfishly","بأنانية","bAnAnyp",-1
"selfishness","أنانية","AnAnyp",-1
"semi-retarded","شبه المتخلفين","$bh Almtxlfyn",-1
"senile","خرف","xrf",-1
"sensationalize","هول","hwl",-1
"senseless","لا معنى له","lA mEny lh",-1
"senselessly","عبثا","EbvA",-1
"seriousness","خطورة","xTwrp",-1
"sermonize","وعظ","wEZ",-1
"servitude","عبودية","Ebwdyp",-1
"set-up","نصب","nSb",-1
"setback","نكسة","nksp",-1
"setbacks","النكسات","AlnksAt",-1
"sever","قطع","qTE",-1
"severe","شديدة","$dydp",-1
"severity","خطورة","xTwrp",-1
"sh*t","ش ر *","$ r *",-1
"shabby","رث","rv",-1
"shadowy","ظليل","Zlyl",-1
"shady","شادي","$Ady",-1
"shake","هزة","hzp",-1
"shaky","متزعزع","mtzEzE",-1
"shallow","ضحل","DHl",-1
"sham","زائف","zA}f",-1
"shambles","فوضى","fwDy",-1
"shame","عار","EAr",-1
"shameful","مخجل","mxjl",-1
"shamefully","مخجل","mxjl",-1
"shamefulness","الخزي","Alxzy",-1
"shameless","وقح","wqH",-1
"shamelessly","بلا خجل","blA xjl",-1
"shamelessness","مجون","mjwn",-1
"shark","سمك القرش","smk Alqr$",-1
"sharply","بحدة","bHdp",-1
"shatter","تحطيم","tHTym",-1
"shemale","خنثى","xnvy",-1
"shimmer","وميض","wmyD",-1
"shimmy","نوع من الرقص","nwE mn AlrqS",-1
"shipwreck","حطام سفينة","HTAm sfynp",-1
"shirk","الشرك","Al$rk",-1
"shirker","المتهرب","Almthrb",-1
"shit","القرف","Alqrf",-1
"shiver","رجفة","rjfp",-1
"shock","صدمة","Sdmp",-1
"shocked","صدمت","Sdmt",-1
"shocking","مروع","mrwE",-1
"shockingly","بصورة مروعة","bSwrp mrwEp",-1
"shoddy","حقير","Hqyr",-1
"short-lived","قصير الأجل","qSyr AlAjl",-1
"shortage","نقص","nqS",-1
"shortchange","شورتشنج","$wrt$nj",-1
"shortcoming","عيب","Eyb",-1
"shortcomings","أوجه القصور","Awjh AlqSwr",-1
"shortness","قصر","qSr",-1
"shortsighted","قصير النظر","qSyr AlnZr",-1
"shortsightedness","قصر النظر","qSr AlnZr",-1
"showdown","مواجهة حاسمة","mwAjhp HAsmp",-1
"shrew","إمرأة سليطة","AmrAp slyTp",-1
"shriek","زعق","zEq",-1
"shrill","شديد","$dyd",-1
"shrilly","أجش","Aj$",-1
"shrivel","ذبل","*bl",-1
"shroud","كفن","kfn",-1
"shrouded","يكتنفها","yktnfhA",-1
"shrug","هز كتفيه","hz ktfyh",-1
"shun","اجتنب","Ajtnb",-1
"shunned","تجنبت","tjnbt",-1
"sick","مريض","mryD",-1
"sicken","سقم","sqm",-1
"sickening","مقزز للنفس","mqzz llnfs",-1
"sickeningly","مقرف","mqrf",-1
"sickly","غث","gv",-1
"sickness","مرض","mrD",-1
"sidetrack","انحرف","AnHrf",-1
"sidetracked","تلهينا","tlhynA",-1
"siege","حصار","HSAr",-1
"sillily","sillily","sillily",-1
"silly","سخيف","sxyf",-1
"simplistic","التبسيط","AltbsyT",-1
"simplistically","مبسط","mbsT",-1
"sin","خطيئة","xTy}p",-1
"sinful","مذنب","m*nb",-1
"sinfully","شرير","$ryr",-1
"sinister","شرير","$ryr",-1
"sinisterly","التشاؤم","Alt$AWm",-1
"sink","بالوعة","bAlwEp",-1
"sinking","غرق","grq",-1
"skeletons","هياكل عظمية","hyAkl EZmyp",-1
"skeptic","شكوكي","$kwky",-1
"skeptical","متشككين","mt$kkyn",-1
"skeptically","بتشكك","bt$kk",-1
"skepticism","شك","$k",-1
"sketchy","سطحي","sTHy",-1
"skimpy","بخيل","bxyl",-1
"skinny","نحيل","nHyl",-1
"skittish","غير مستقر","gyr mstqr",-1
"skittishly","skittishly","skittishly",-1
"skulk","توارى","twAry",-1
"slack","فترة ركود","ftrp rkwd",-1
"slander","افتراء","AftrA'",-1
"slanderer","مفتري","mftry",-1
"slanderous","افترائي","AftrA}y",-1
"slanderously","بهتانا","bhtAnA",-1
"slanders","الافتراءات","AlAftrA'At",-1
"slap","صفعة","SfEp",-1
"slashing","خفض","xfD",-1
"slaughter","ذبح","*bH",-1
"slaughtered","ذبح","*bH",-1
"slave","عبد","Ebd",-1
"slaves","العبيد","AlEbyd",-1
"sleazy","مهلهل","mhlhl",-1
"slime","سال لعابه","sAl lEAbh",-1
"slog","كدح","kdH",-1
"slogged","slogged","slogged",-1
"slogging","الضرب","AlDrb",-1
"slogs","slogs","slogs",-1
"sloooooooooooooow","sloooooooooooooow","sloooooooooooooow",-1
"sloooow","sloooow","sloooow",-1
"slooow","slooow","slooow",-1
"sloow","sloow","sloow",-1
"sloppily","باهمال","bAhmAl",-1
"sloppy","قذر","q*r",-1
"sloth","كسل","ksl",-1
"slothful","كسل","ksl",-1
"slow","بطيء","bTy'",-1
"slow-moving","حركة بطيئة","Hrkp bTy}p",-1
"slowed","تباطأ","tbATA",-1
"slower","أبطأ","AbTA",-1
"slowest","أبطأ","AbTA",-1
"slowly","ببطء","bbT'",-1
"sloww","sloww","sloww",-1
"slowww","slowww","slowww",-1
"slowwww","slowwww","slowwww",-1
"slug","سبيكة","sbykp",-1
"sluggish","كسول","kswl",-1
"slump","ركود","rkwd",-1
"slumping","تراجع","trAjE",-1
"slumpping","slumpping","slumpping",-1
"slur","افتراء","AftrA'",-1
"slut","وقحة","wqHp",-1
"sluts","الفاسقات","AlfAsqAt",-1
"sly","خبيث","xbyv",-1
"smack","صفعة","SfEp",-1
"smallish","يشرفوا","y$rfwA",-1
"smash","سحق","sHq",-1
"smear","مسحة","msHp",-1
"smell","رائحة","rA}Hp",-1
"smelled","رائحة","rA}Hp",-1
"smelling","رائحة","rA}Hp",-1
"smells","الروائح","AlrwA}H",-1
"smelly","كريه الرائحة","kryh AlrA}Hp",-1
"smelt","فاحت","fAHt",-1
"smoke","دخان","dxAn",-1
"smokescreen","ستار","stAr",-1
"smolder","دخان كثيف","dxAn kvyf",-1
"smoldering","المشتعلة","Alm$tElp",-1
"smother","اختنق","Axtnq",-1
"smoulder","دخان كثيف","dxAn kvyf",-1
"smouldering","المشتعلة","Alm$tElp",-1
"smudge","لطخة","lTxp",-1
"smudged","ملطخ","mlTx",-1
"smudges","اللطخات","AllTxAt",-1
"smudging","تلطخ","tlTx",-1
"smug","معتد بنفسه","mEtd bnfsh",-1
"smugly","بشكل متعجرف","b$kl mtEjrf",-1
"smut","سخام","sxAm",-1
"smuttier","smuttier","smuttier",-1
"smuttiest","smuttiest","smuttiest",-1
"smutty","بذيء","b*y'",-1
"snag","عقبة","Eqbp",-1
"snagged","متمزق","mtmzq",-1
"snagging","التمزق","Altmzq",-1
"snags","عقبات","EqbAt",-1
"snappish","لاذع","lA*E",-1
"snappishly","snappishly","snappishly",-1
"snare","كمين","kmyn",-1
"snarky","المتعرج","AlmtErj",-1
"snarl","زمجر","zmjr",-1
"sneak","تسلل","tsll",-1
"sneakily","حقير","Hqyr",-1
"sneaky","متستر","mtstr",-1
"sneer","سخرية","sxryp",-1
"sneering","الإحتقار","AlAHtqAr",-1
"sneeringly","sneeringly","sneeringly",-1
"snob","المقلد","Almqld",-1
"snobbish","مغرور","mgrwr",-1
"snobby","متكبر","mtkbr",-1
"snobish","snobish","snobish",-1
"snobs","تتكبر","ttkbr",-1
"snub","أفطس","AfTs",-1
"so-cal","لذلك كال","l*lk kAl",-1
"soapy","صابوني","SAbwny",-1
"sob","تنهد","tnhd",-1
"sober","رصين","rSyn",-1
